INDV,O(HOM),E(HOM),N_SITES,F,O(HET),Prop,Species,Chrom,SEXO
S4096__Haanti_L5,3075794,2900575.4,3166375,0.65921,90581,0.028607161,H.antiochus,Chr7,Female
S4097__Haanti_L5,3078838,2904952.3,3171290,0.65288,92452,0.029152805,H.antiochus,Chr7,Male
S4346__Hsmagd_L5,3115099,3011316.6,3292427,0.36919,177328,0.053859357,H.sara,Chr7,Female
S4704__Hselek_L5,3213573,3020900.7,3303327,0.6822,89754,0.027170789,H.sara,Chr7,Male
S4895__Hasnov_L2,3104247,2913883.2,3181095,0.71241,76848,0.024157719,H.antiochus,Chr7,Female
S4897__Haaran_L2,3069488,2890807.6,3155440,0.6752,85952,0.027239307,H.antiochus,Chr7,Male
S534_U_Heeleu_L5,3101151,2887499.2,3151692,0.8087,50541,0.016036148,H.eleuchia,Chr7,Male
S5_USD_Hssara_L7,3103548,3001209.1,3281201,0.36551,177653,0.054142675,H.sara,Chr7,Male
S857_U_Heeleu_L2,3103225,2852208.4,3112175,0.96557,8950,0.002875802,H.eleuchia,Chr7,Female
S8970__Heeleu_L2,3060312,2848007.5,3107443,0.81833,47131,0.015167133,H.eleuchia,Chr7,Female
S8_USD_Hssara_L7,3123288,3020545.6,3302689,0.36415,179401,0.054319677,H.sara,Chr7,Male
S9556__Haaran_L2,3079353,2876602.1,3139417,0.77146,60064,0.019132215,H.antiochus,Chr7,Female
A2458__Heeleu_L2,1864014,1720448.7,1872145,0.9464,8131,0.004343146,H.eleuchia,Chr8,Male
A2790__Hssaph_L2,1900681,1785940.5,1944437,0.72393,43756,0.022503172,H.sapho,Chr8,Male
A28_US_Hasnov_L2,1879171,1747328.7,1901625,0.85447,22454,0.011807796,H.congener,Chr8,Male
A3154__Heeleu_L2,1903062,1756661,1912248,0.94096,9186,0.00480377,H.eleuchia,Chr8,Male
A323_U_Hasnov_L2,1888528,1776388.4,1934068,0.71119,45540,0.023546225,H.antiochus,Chr8,Female
A3491__Hschoc_L3,1874107,1762011.8,1917799,0.71954,43692,0.022782367,H.sapho,Chr8,Female
A3497__Hschoc,1896921,1783123.5,1941404,0.71896,44483,0.022912799,H.sapho,Chr8,Male
A3501__Hschoc_L2,1885696,1772936.5,1930096,0.71748,44400,0.023004037,H.sapho,Chr8,Male
A3646__Heeleu_L2,1862887,1741280.4,1895357,0.78926,32470,0.017131337,H.eleuchia,Chr8,Male
A3740__Hcaqui_L2,1927263,1791318.4,1950699,0.85296,23436,0.012014155,H.congener,Chr8,Male
A3837__Hcaqui_L2,1910052,1766567.2,1923397,0.91491,13345,0.006938245,H.congener,Chr8,Male
A3856__Hsspru_L1,1923036,1883653.9,2055068,0.22975,132032,0.064247022,H.sara,Chr8,Female
A3858__Hsspru_L1,1971567,1856485.3,2024917,0.68325,53350,0.026346759,H.sara,Chr8,Female
A3861__Hsspru_L1,1949925,1878724.3,2049523,0.41687,99598,0.048595698,H.sara,Chr8,Female
A3900__Hsmagd_L1,1940929,1869589.1,2039474,0.41993,98545,0.048318831,H.sara,Chr8,Female
A4016__Hlleuc,1903037,1792622.1,1953781,0.68513,50744,0.025972205,H.leucadia,Chr8,Female
A4121__Hssara_L1,1923817,1874192.5,2044285,0.29175,120468,0.058929161,H.sara,Chr8,Male
A4272__Hssara_L1,1909312,1860018.7,2028632,0.29235,119320,0.058817962,H.sara,Chr8,Male
A4278__Hcaqui_L2,1903799,1771125.5,1928184,0.84474,24385,0.012646615,H.congener,Chr8,Male
A4340__Hsmagd_L1,1909699,1860051.5,2028649,0.29447,118950,0.058635082,H.sara,Chr8,Male
A4343__Hssara_L1,1913514,1862332.6,2031223,0.30305,117709,0.057949816,H.sara,Chr8,Female
A4489__Hssara_L1,1925037,1875775.3,2046039,0.28933,121002,0.059139635,H.sara,Chr8,Male
A4534__Hsbrev_L2,1948466,1877251.7,2048034,0.41699,99568,0.04861638,H.sara,Chr8,Female
A4538__Hsbrev_L2,1948236,1877152.8,2047806,0.41654,99570,0.04862277,H.sara,Chr8,Male
A4678__Hselek_L2,1969203,1862638.7,2031761,0.6301,62558,0.030790039,H.sara,Chr8,Female
A4680__Hselek_L6,1949907,1841564.5,2008627,0.64851,58720,0.0292339,H.sara,Chr8,Male
A4683__Hselek_L2,1953239,1847829.5,2015505,0.62865,62266,0.030893498,H.sara,Chr8,Female
A4749__Heeleu,1864149,1741607.2,1895452,0.79653,31303,0.016514794,H.eleuchia,Chr8,Female
D3_USD_Hvenez_L1,1864068,1721048.5,1873398,0.93876,9330,0.004980255,H.hewitsoni,Chr8,Male
D5208__Hvenez_L1,1801402,1691759.4,1841352,0.73294,39950,0.021696015,H.antiochus,Chr8,Male
D5211__Hvenez_L1,1882219,1831544.1,1997287,0.30574,115068,0.057612151,H.sara,Chr8,Male
D5213__Hvenez_L1,1858914,1744739.1,1899545,0.73754,40631,0.021389859,H.antiochus,Chr8,Male
D5221__Hvenez_L1,1824978,1715382.7,1867120,0.72227,42142,0.02257059,H.antiochus,Chr8,Female
D5248__Hvenez_L1,1911632,1838724,2005583,0.43694,93951,0.046844733,H.sara,Chr8,Female
D5253__Hvenez_L1,1831323,1710023.9,1861305,0.80181,29982,0.016108053,H.antiochus,Chr8,Male
D5259__Hvenez_L1,1841752,1729008.2,1882180,0.73606,40428,0.021479348,H.antiochus,Chr8,Male
D5270__Hvenez_L1,1828029,1728518.6,1881710,0.64958,53681,0.028527775,H.antiochus,Chr8,Male
D5273__Hvenez_L1,1809597,1710872.7,1861754,0.65432,52157,0.028014979,H.antiochus,Chr8,Female
D5276__Hvenez_L1,1824190,1725192.6,1877827,0.64859,53637,0.028563334,H.antiochus,Chr8,Female
D6_USD_Hvenez_L1,1834072,1689938.4,1838919,0.96747,4847,0.002635788,H.hewitsoni,Chr8,Female
D7_USD_Hvenez_L1,1827499,1684365.2,1832473,0.96642,4974,0.002714365,H.hewitsoni,Chr8,Male
R_1163_Hasnov_L8,1854776,1747139,1901892,0.69554,47116,0.024773226,H.antiochus,Chr8,Male
R_15_D_Hssara_L1,1890982,1839529.9,2005943,0.30918,114961,0.057310203,H.sara,Chr8,Male
R_16_D_Hssara_L1,1889686,1837580,2003742,0.31359,114056,0.0569215,H.sara,Chr8,Male
R_2794_Hssaph_L7,1831456,1721161.2,1872618,0.72823,41162,0.021980991,H.sapho,Chr8,Female
R_31_D_Hsmagd_L1,1934545,1862215.6,2031336,0.42768,96791,0.047648936,H.sara,Chr8,Male
R_32_D_Hsmagd_L2,1927465,1855180.6,2023612,0.42916,96147,0.047512567,H.sara,Chr8,Male
R_3467_Hssara_L1,1885758,1833852,1999742,0.31289,113984,0.056999353,H.sara,Chr8,Male
R_3510_Hschoc_L8,1851013,1739074.4,1892364,0.73024,41351,0.021851504,H.sapho,Chr8,Female
R_3511_Hschoc_L2,1854294,1743364.3,1896996,0.72205,42702,0.022510327,H.sapho,Chr8,Male
R_35_D_Hssara_L1,1890055,1837343,2003499,0.31724,113444,0.056622938,H.sara,Chr8,Female
R_36_D_Hssara_L8,1862317,1871774.6,2041475,-0.05573,179158,0.087759096,H.sara,Chr8,Female
R_3751_Hssara_L8,1902289,1851601.7,2019250,0.30234,116961,0.057922991,H.sara,Chr8,Female
R_37_D_Hssara_L2,1850661,1863069.6,2031688,-0.07359,181027,0.089101772,H.sara,Chr8,Female
R_4134_Hsmagd_L7,1913047,1861155.7,2029857,0.30759,116810,0.057545926,H.sara,Chr8,Male
R_4186_Hsmagd_L8,1921319,1848061.7,2015766,0.43682,94447,0.046854149,H.sara,Chr8,Male
R_4187_Hsmagd_L1,1941669,1869019.6,2038801,0.4279,97132,0.047641727,H.sara,Chr8,Male
R_4510_Hssaph_L8,1884526,1773180.4,1930321,0.70857,45795,0.023724033,H.sapho,Chr8,Female
R_4590_Hsspru_L2,1928880,1856795.7,2025390,0.42756,96510,0.047650082,H.sara,Chr8,Male
R_4591_Hsspru_L1,1912790,1839504.1,2006319,0.43932,93529,0.046617213,H.sara,Chr8,Male
R_4597_Hsspru_L7,1928139,1855494.5,2024032,0.43103,95893,0.047377215,H.sara,Chr8,Female
R_4864_Heeleu_L7,1849978,1728698.6,1881237,0.79507,31259,0.016616195,H.eleuchia,Chr8,Female
R_4871_Heeleu_L8,1828672,1708420.5,1858436,0.80159,29764,0.016015617,H.eleuchia,Chr8,Male
R_5074_Haaran_L7,1843468,1729284.1,1882031,0.74754,38563,0.020490098,H.antiochus,Chr8,Female
R_5091_Hssaph_L8,1865746,1756905.4,1912227,0.70074,46481,0.024307261,H.sapho,Chr8,Female
R_5092_Hssaph_L1,1876021,1769480.2,1925998,0.68069,49977,0.025948625,H.sapho,Chr8,Female
R_5237_Hssaph_L3,1852575,1744424.6,1898538,0.70176,45963,0.024209681,H.sapho,Chr8,Male
R_5314_Hssaph_L3,1853025,1744411.3,1898513,0.70482,45488,0.023959804,H.sapho,Chr8,Female
R_5324_Hssaph_L3,1861822,1753800.2,1908917,0.69639,47095,0.024671057,H.sapho,Chr8,Male
R_806__Hccong_L1,1873653,1740394.5,1894105,0.86694,20452,0.010797712,H.congener,Chr8,Female
R_807__Hccong_L1,1858389,1725857.3,1877975,0.87124,19586,0.010429319,H.congener,Chr8,Male
R_808__Hccong_L1,1851097,1719914.7,1871330,0.86637,20233,0.010812096,H.congener,Chr8,Male
R_812__Hssara_L3,1899016,1847451.2,2014762,0.3082,115746,0.057448969,H.sara,Chr8,Female
R_820__Hssara_L3,1901362,1848012.3,2015426,0.31867,114064,0.056595479,H.sara,Chr8,Male
R_828__Hssara_L3,1898865,1845989.5,2013052,0.3165,114187,0.056723324,H.sara,Chr8,Male
R_831__Hccong_L7,1784264,1661831.9,1806188,0.84813,21924,0.012138271,H.congener,Chr8,Female
R_869__Heprim_L3,1785110,1665844.7,1811828,0.81698,26718,0.014746433,H.eleuchia,Chr8,Male
R_870__Heprim_L3,1818462,1696699.1,1846020,0.81544,27558,0.014928332,H.eleuchia,Chr8,Female
R_871__Hsspru_L3,1927967,1856799.1,2025230,0.42253,97263,0.048025656,H.sara,Chr8,Male
R_886__Hsspru_L3,1934042,1860525.4,2029461,0.43518,95419,0.047016917,H.sara,Chr8,Male
R_887__Heprim_L3,1766900,1648793.8,1792934,0.81938,26034,0.014520334,H.eleuchia,Chr8,Female
R_888__Heprim_L3,1785347,1665007.4,1810798,0.82543,25451,0.014055129,H.eleuchia,Chr8,Male
S1053__Hssara_L7,1919884,1868210.5,2037656,0.30496,117772,0.057797783,H.sara,Chr8,Male
S12_US_Hssara_L7,1913521,1865011,2034190,0.28674,120669,0.059320417,H.sara,Chr8,Female
S1_USD_Hssara_L7,1913365,1862907.2,2031875,0.29862,118510,0.058325438,H.sara,Chr8,Male
S2083__Heeleu_L2,1909926,1761602.7,1917883,0.94909,7957,0.004148845,H.eleuchia,Chr8,Male
S21203_Haanti_L5,1890945,1790545.2,1950154,0.62904,59209,0.030361192,H.antiochus,Chr8,Female
S21204_Hssara_L5,1914375,1863894,2033020,0.29848,118645,0.058358993,H.sara,Chr8,Male
S21229_Haanti_L5,1876724,1776810.6,1935004,0.63159,58280,0.030118801,H.antiochus,Chr8,Male
S21234_Haanti_L2,1891946,1790755.9,1950342,0.63408,58396,0.029941415,H.antiochus,Chr8,Female
S2172__Hsmagd_L5,1942854,1857761.8,2026281,0.50494,83427,0.041172473,H.sara,Chr8,Male
S2852__Heprim_L2,1861292,1737550.6,1890916,0.80684,29624,0.015666481,H.eleuchia,Chr8,Male
S29_US_Hsmagd_L2,1869453,1895041.9,2067512,-0.14837,198059,0.095795816,H.sara,Chr8,Male
S3106__Heeleu_L2,1800011,1662251.1,1808184,0.94399,8173,0.004520005,H.eleuchia,Chr8,Male
S337_1_Haanti_L2,1887286,1785207.2,1944057,0.64261,56771,0.029202333,H.antiochus,Chr8,Male
S33_US_Hlpseu_L5,1908882,1796032.9,1957611,0.69842,48729,0.024892075,H.leucadia,Chr8,Male
S3533__Hsmagd_L5,1949773,1880277.7,2051261,0.40645,101488,0.049475908,H.sara,Chr8,Male
S40203_Hccong_L2,1889217,1757248.4,1913025,0.84717,23808,0.012445211,H.congener,Chr8,Male
S40219_Hssara_L7,1917054,1866355.2,2035760,0.29928,118706,0.05831041,H.sara,Chr8,Male
S40343_Heprim_L2,1859161,1736018.9,1889542,0.80211,30381,0.016078499,H.eleuchia,Chr8,Male
S4096__Haanti_L5,1888556,1787205.8,1946485,0.63631,57929,0.029760825,H.antiochus,Chr8,Female
S4097__Haanti_L5,1889544,1788925.9,1948264,0.63148,58720,0.030139653,H.antiochus,Chr8,Male
S4346__Hsmagd_L5,1908229,1857575.8,2026009,0.30073,117780,0.058133996,H.sara,Chr8,Female
S4704__Hselek_L5,1971593,1861344.8,2030370,0.65226,58777,0.028948911,H.sara,Chr8,Male
S4895__Hasnov_L2,1908092,1801136.1,1961845,0.66553,53753,0.027399208,H.antiochus,Chr8,Female
S4897__Haaran_L2,1883517,1777030.4,1935002,0.67409,51485,0.026607208,H.antiochus,Chr8,Male
S534_U_Heeleu_L5,1903783,1779481.5,1937801,0.78513,34018,0.01755495,H.eleuchia,Chr8,Male
S5_USD_Hssara_L7,1898162,1844826.1,2011904,0.31923,113742,0.056534507,H.sara,Chr8,Male
S857_U_Heeleu_L2,1899452,1751717.2,1906815,0.95253,7363,0.003861413,H.eleuchia,Chr8,Female
S8970__Heeleu_L2,1873659,1750907.2,1905907,0.79195,32248,0.016920028,H.eleuchia,Chr8,Female
S8_USD_Hssara_L7,1916192,1866701,2036074,0.2922,119882,0.058878999,H.sara,Chr8,Male
S9556__Haaran_L2,1890644,1772459,1930079,0.74981,39435,0.020431806,H.antiochus,Chr8,Female
A2458__Heeleu_L2,1909037,1757876.9,1914875,0.96281,5838,0.003048763,H.eleuchia,Chr9,Male
A2790__Hssaph_L2,1950959,1821457.9,1985536,0.78927,34577,0.017414441,H.sapho,Chr9,Male
A28_US_Hasnov_L2,1926806,1786402.5,1946481,0.87709,19675,0.010107985,H.congener,Chr9,Male
A3154__Heeleu_L2,1952111,1797360,1958587,0.95983,6476,0.003306465,H.eleuchia,Chr9,Male
A323_U_Hasnov_L2,1930750,1811946.3,1974964,0.72878,44214,0.022387244,H.antiochus,Chr9,Female
A3491__Hschoc_L3,1871996,1792834.4,1953748,0.49195,81752,0.041843677,H.sapho,Chr9,Female
A3497__Hschoc,1945279,1815338.6,1978712,0.79536,33433,0.016896345,H.sapho,Chr9,Male
A3501__Hschoc_L2,1933199,1804618.7,1966626,0.79367,33427,0.016997131,H.sapho,Chr9,Male
A3646__Heeleu_L2,1912770,1785781.1,1946250,0.79136,33480,0.017202312,H.eleuchia,Chr9,Male
A3740__Hcaqui_L2,1979704,1836333.7,2002175,0.8645,22471,0.011223295,H.congener,Chr9,Male
A3837__Hcaqui_L2,1964672,1816431.2,1980128,0.90558,15456,0.007805556,H.congener,Chr9,Male
A3856__Hsspru_L1,1966025,1945000.5,2125244,0.11664,159219,0.074917986,H.sara,Chr9,Female
A3858__Hsspru_L1,2014857,1922962.4,2100815,0.51669,85958,0.040916501,H.sara,Chr9,Female
A3861__Hsspru_L1,2006339,1929928.4,2108480,0.42795,102141,0.048442954,H.sara,Chr9,Female
A3900__Hsmagd_L1,2002374,1928136.2,2106505,0.4162,104131,0.049433066,H.sara,Chr9,Female
A4016__Hlleuc,1956257,1840515.3,2008683,0.68825,52426,0.026099688,H.leucadia,Chr9,Female
A4121__Hssara_L1,1975990,1924984.8,2102698,0.28701,126708,0.060259723,H.sara,Chr9,Male
A4272__Hssara_L1,1963160,1910247,2086456,0.30029,123296,0.059093506,H.sara,Chr9,Male
A4278__Hcaqui_L2,1951604,1810310.5,1973156,0.86765,21552,0.010922603,H.congener,Chr9,Male
A4340__Hsmagd_L1,1960390,1907251.1,2082999,0.30236,122609,0.058861766,H.sara,Chr9,Male
A4343__Hssara_L1,1968685,1917035.6,2093923,0.29199,125238,0.059810222,H.sara,Chr9,Female
A4489__Hssara_L1,1975071,1923426.3,2101056,0.29074,125985,0.059962704,H.sara,Chr9,Male
A4534__Hsbrev_L2,2006406,1933417.6,2112353,0.4079,105947,0.050155916,H.sara,Chr9,Female
A4538__Hsbrev_L2,2006093,1932224.4,2110896,0.41343,104803,0.049648585,H.sara,Chr9,Male
A4678__Hselek_L2,2026272,1915879.3,2093077,0.62299,66805,0.031917125,H.sara,Chr9,Female
A4680__Hselek_L6,2006338,1900122.5,2075609,0.60526,69271,0.033373819,H.sara,Chr9,Male
A4683__Hselek_L2,2009225,1903531.2,2079399,0.60098,70174,0.033747251,H.sara,Chr9,Female
A4749__Heeleu,1902323,1776286.6,1935332,0.79246,33009,0.017055988,H.eleuchia,Chr9,Female
D3_USD_Hvenez_L1,1905349,1753931,1911258,0.96244,5909,0.003091681,H.hewitsoni,Chr9,Male
D5208__Hvenez_L1,1847104,1733343.6,1888639,0.73254,41535,0.021992027,H.antiochus,Chr9,Male
D5211__Hvenez_L1,1934886,1878843.1,2051689,0.32424,116803,0.056930168,H.sara,Chr9,Male
D5213__Hvenez_L1,1900046,1783627.1,1944241,0.72484,44195,0.022731235,H.antiochus,Chr9,Male
D5221__Hvenez_L1,1865158,1750778.4,1907682,0.72898,42524,0.022290927,H.antiochus,Chr9,Female
D5248__Hvenez_L1,1969572,1895437.4,2070428,0.42365,100856,0.048712633,H.sara,Chr9,Female
D5253__Hvenez_L1,1876306,1751021,1908075,0.79772,31769,0.016649765,H.antiochus,Chr9,Male
D5259__Hvenez_L1,1890104,1773886.8,1933345,0.72883,43241,0.0223659,H.antiochus,Chr9,Male
D5270__Hvenez_L1,1869323,1767044.3,1925800,0.64425,56477,0.029326514,H.antiochus,Chr9,Male
D5273__Hvenez_L1,1848660,1746872.2,1902892,0.6524,54232,0.028499778,H.antiochus,Chr9,Female
D5276__Hvenez_L1,1869988,1767711.6,1926344,0.64474,56356,0.029255419,H.antiochus,Chr9,Female
D6_USD_Hvenez_L1,1803795,1734260.2,1888890,0.44969,85095,0.045050268,H.hewitsoni,Chr9,Female
D7_USD_Hvenez_L1,1869621,1720384.1,1873701,0.97339,4080,0.002177509,H.hewitsoni,Chr9,Male
R_1163_Hasnov_L8,1898917,1785808.3,1946147,0.70544,47230,0.024268465,H.antiochus,Chr9,Male
R_15_D_Hssara_L1,1940942,1885812.2,2059250,0.31786,118308,0.057451985,H.sara,Chr9,Male
R_16_D_Hssara_L1,1947137,1893615.1,2067862,0.30716,120725,0.058381555,H.sara,Chr9,Male
R_2794_Hssaph_L7,1820554,1743424.4,1898834,0.4963,78280,0.041225299,H.sapho,Chr9,Female
R_31_D_Hsmagd_L1,1985828,1912180.4,2088692,0.41724,102864,0.049248046,H.sara,Chr9,Male
R_32_D_Hsmagd_L2,1989018,1914684.8,2091565,0.42025,102547,0.049028837,H.sara,Chr9,Male
R_3467_Hssara_L1,1941573,1888182,2061767,0.30758,120194,0.058296597,H.sara,Chr9,Male
R_3510_Hschoc_L8,1841920,1764613.5,1922419,0.48988,80499,0.041873806,H.sapho,Chr9,Female
R_3511_Hschoc_L2,1899933,1773371.4,1931825,0.79873,31892,0.016508742,H.sapho,Chr9,Male
R_35_D_Hssara_L1,1940840,1886156.6,2059654,0.31518,118814,0.057686388,H.sara,Chr9,Female
R_36_D_Hssara_L8,1914861,1928481.4,2106329,-0.07658,191468,0.090901279,H.sara,Chr9,Female
R_3751_Hssara_L8,1955570,1901513.7,2076682,0.3086,121112,0.058319955,H.sara,Chr9,Female
R_37_D_Hssara_L2,1902491,1918171.3,2094642,-0.08885,192151,0.09173453,H.sara,Chr9,Female
R_4134_Hsmagd_L7,1966857,1913167,2089656,0.30421,122799,0.058765175,H.sara,Chr9,Male
R_4186_Hsmagd_L8,1976179,1901941.3,2077435,0.42302,101256,0.048740875,H.sara,Chr9,Male
R_4187_Hsmagd_L1,1996211,1921150.6,2098777,0.42257,102566,0.048869413,H.sara,Chr9,Male
R_4510_Hssaph_L8,1884965,1806823.1,1969373,0.48073,84408,0.042860342,H.sapho,Chr9,Female
R_4590_Hsspru_L2,1985117,1909030.1,2085302,0.43165,100185,0.048043401,H.sara,Chr9,Male
R_4591_Hsspru_L1,1971776,1896574.1,2071483,0.42995,99707,0.048133149,H.sara,Chr9,Male
R_4597_Hsspru_L7,1988983,1914521.6,2091385,0.42101,102402,0.048963725,H.sara,Chr9,Female
R_4864_Heeleu_L7,1894644,1769672.5,1927808,0.79028,33164,0.017202958,H.eleuchia,Chr9,Female
R_4871_Heeleu_L8,1870419,1745807.2,1901261,0.8016,30842,0.016221865,H.eleuchia,Chr9,Male
R_5074_Haaran_L7,1888692,1772778.9,1931663,0.72955,42971,0.022245599,H.antiochus,Chr9,Female
R_5091_Hssaph_L8,1866783,1789011.6,1949566,0.48439,82783,0.042462271,H.sapho,Chr9,Female
R_5092_Hssaph_L1,1879685,1804676.7,1966803,0.46265,87118,0.044294218,H.sapho,Chr9,Female
R_5237_Hssaph_L3,1893499,1769450.4,1927921,0.78279,34422,0.017854466,H.sapho,Chr9,Male
R_5314_Hssaph_L3,1847951,1770373.7,1929024,0.48898,81073,0.042027989,H.sapho,Chr9,Female
R_5324_Hssaph_L3,1911395,1787192.3,1947490,0.77483,36095,0.018534113,H.sapho,Chr9,Male
R_806__Hccong_L1,1923629,1784731,1944559,0.86905,20930,0.010763366,H.congener,Chr9,Female
R_807__Hccong_L1,1907815,1767538.4,1925658,0.88716,17843,0.009265924,H.congener,Chr9,Male
R_808__Hccong_L1,1895650,1757905.5,1914912,0.87732,19262,0.010058948,H.congener,Chr9,Male
R_812__Hssara_L3,1947306,1893716.7,2067998,0.30749,120692,0.058361759,H.sara,Chr9,Female
R_820__Hssara_L3,1955414,1901826.1,2076937,0.30602,121523,0.058510682,H.sara,Chr9,Male
R_828__Hssara_L3,1951616,1894288.6,2068795,0.32851,117179,0.056641185,H.sara,Chr9,Male
R_831__Hccong_L7,1824756,1696386.9,1845872,0.85874,21116,0.01143958,H.congener,Chr9,Female
R_869__Heprim_L3,1820305,1693574.8,1843871,0.8432,23566,0.012780721,H.eleuchia,Chr9,Male
R_870__Heprim_L3,1861279,1736142.5,1891032,0.80791,29753,0.015733737,H.eleuchia,Chr9,Female
R_871__Hsspru_L3,1985614,1905501.3,2081473,0.45526,95859,0.046053444,H.sara,Chr9,Male
R_886__Hsspru_L3,1988809,1911776.5,2088385,0.43618,99576,0.047680863,H.sara,Chr9,Male
R_887__Heprim_L3,1798983,1676794,1825379,0.82235,26396,0.014460559,H.eleuchia,Chr9,Female
R_888__Heprim_L3,1820327,1696476.9,1847013,0.82273,26686,0.014448193,H.eleuchia,Chr9,Male
S1053__Hssara_L7,1973203,1922145.3,2099695,0.28757,126492,0.060243035,H.sara,Chr9,Male
S12_US_Hssara_L7,1968994,1916517.5,2093372,0.29672,124378,0.059415145,H.sara,Chr9,Female
S1_USD_Hssara_L7,1964350,1911831.7,2088198,0.29778,123848,0.059308552,H.sara,Chr9,Male
S2083__Heeleu_L2,1960217,1803825.2,1966185,0.96324,5968,0.00303532,H.eleuchia,Chr9,Male
S21203_Haanti_L5,1935737,1831736.5,1997423,0.62769,61686,0.030882792,H.antiochus,Chr9,Female
S21204_Hssara_L5,1966556,1913918.3,2090509,0.29808,123953,0.059293215,H.sara,Chr9,Male
S21229_Haanti_L5,1919990,1815701.6,1979488,0.63673,59498,0.030057267,H.antiochus,Chr9,Male
S21234_Haanti_L2,1935069,1829683.8,1995112,0.63705,60043,0.030095052,H.antiochus,Chr9,Female
S2172__Hsmagd_L5,1981186,1931605.2,2110208,0.2776,129022,0.06114184,H.sara,Chr9,Male
S2852__Heprim_L2,1899482,1770338.9,1929034,0.81378,29552,0.015319585,H.eleuchia,Chr9,Male
S29_US_Hsmagd_L2,1922749,1949208.6,2129804,-0.14651,207055,0.097217866,H.sara,Chr9,Male
S3106__Heeleu_L2,1842110,1697565.5,1848458,0.95793,6348,0.003434214,H.eleuchia,Chr9,Male
S337_1_Haanti_L2,1935620,1827430.5,1992406,0.65579,56786,0.028501219,H.antiochus,Chr9,Male
S33_US_Hlpseu_L5,1959974,1843124.2,2011685,0.69322,51711,0.025705317,H.leucadia,Chr9,Male
S3533__Hsmagd_L5,2005894,1933056.7,2112034,0.40696,106140,0.050254873,H.sara,Chr9,Male
S40203_Hccong_L2,1938667,1799445.3,1961255,0.8604,22588,0.011517115,H.congener,Chr9,Male
S40219_Hssara_L7,1972402,1919599.4,2096817,0.29795,124415,0.059335173,H.sara,Chr9,Male
S40343_Heprim_L2,1905338,1777740.7,1937226,0.80006,31888,0.01646065,H.eleuchia,Chr9,Male
S4096__Haanti_L5,1933443,1828921.8,1994378,0.63172,60935,0.030553386,H.antiochus,Chr9,Female
S4097__Haanti_L5,1932759,1829082.3,1994663,0.62614,61904,0.031034816,H.antiochus,Chr9,Male
S4346__Hsmagd_L5,1963049,1910090.9,2086294,0.30055,123245,0.059073649,H.sara,Chr9,Female
S4704__Hselek_L5,2021665,1914031.4,2090935,0.60843,69270,0.03312872,H.sara,Chr9,Male
S4895__Hasnov_L2,1951629,1840750.7,2007298,0.66575,55669,0.027733301,H.antiochus,Chr9,Female
S4897__Haaran_L2,1926643,1815551.9,1979306,0.6784,52663,0.026606801,H.antiochus,Chr9,Male
S534_U_Heeleu_L5,1950258,1820320.5,1984735,0.7903,34477,0.017371085,H.eleuchia,Chr9,Male
S5_USD_Hssara_L7,1955248,1902371.9,2077625,0.30171,122377,0.058902352,H.sara,Chr9,Male
S857_U_Heeleu_L2,1945354,1790343.9,1951171,0.96383,5817,0.002981287,H.eleuchia,Chr9,Female
S8970__Heeleu_L2,1916380,1789090.7,1949792,0.79209,33412,0.017136187,H.eleuchia,Chr9,Female
S8_USD_Hssara_L7,1968014,1914856.5,2091533,0.30087,123519,0.059056682,H.sara,Chr9,Male
S9556__Haaran_L2,1932200,1808023.4,1970975,0.76205,38775,0.019673004,H.antiochus,Chr9,Female
A2458__Heeleu_L2,3975277,3662570.4,3988909,0.95823,13632,0.003417476,H.eleuchia,Chr10,Male
A2790__Hssaph_L2,4031144,3767539.1,4104880,0.78142,73736,0.01796301,H.sapho,Chr10,Male
A28_US_Hasnov_L2,3999136,3707373.6,4038364,0.88148,39228,0.009713835,H.congener,Chr10,Male
A3154__Heeleu_L2,4042829,3726590.8,4059756,0.94919,16927,0.004169462,H.eleuchia,Chr10,Male
A323_U_Hasnov_L2,3996564,3750424.7,4086621,0.73213,90057,0.022037033,H.antiochus,Chr10,Female
A3491__Hschoc_L3,3975328,3720226.7,4052675,0.76734,77347,0.019085419,H.sapho,Chr10,Female
A3497__Hschoc,4027246,3760154,4097029,0.79285,69783,0.017032586,H.sapho,Chr10,Male
A3501__Hschoc_L2,4004155,3744984,4080130,0.77331,75975,0.01862073,H.sapho,Chr10,Male
A3646__Heeleu_L2,3906857,3640244.8,3965255,0.82032,58398,0.014727426,H.eleuchia,Chr10,Male
A3740__Hcaqui_L2,4086417,3786600.1,4126706,0.88154,40289,0.009762993,H.congener,Chr10,Male
A3837__Hcaqui_L2,4066002,3758965,4095857,0.91138,29855,0.007289073,H.congener,Chr10,Male
A3856__Hsspru_L1,4053328,3974763.4,4339585,0.21535,286257,0.065964142,H.sara,Chr10,Female
