Chrom,start,end,mid,sites,pi_H.ant.Andes,pi_H.ant.Amaz,dxy_H.ant.Andes_H.ant.Amaz,Fst_H.ant.Andes_H.ant.Amaz
Chrom7,117702354,117752354,58876177,37643,0.0062,0.0095,0.0096,0.1037
Chrom7,117752355,117802355,58901177.5,39992,0.0045,0.0068,0.0068,0.0935
Chrom7,117802356,117852356,58926178,37326,0.0059,0.0076,0.008,0.084
Chrom7,117852357,117902357,58951178.5,34306,0.0055,0.0068,0.007,0.0638
Chrom7,117902358,117952358,58976179,36177,0.009,0.0099,0.0099,0.0236
Chrom7,117952359,118002359,59001179.5,38709,0.0052,0.0082,0.0079,0.0856
Chrom7,118002360,118052360,59026180,40033,0.0042,0.0059,0.0061,0.1012
Chrom7,118052361,118102361,59051180.5,38444,0.0052,0.0073,0.0071,0.0706
Chrom7,118102362,118152362,59076181,38014,0.0062,0.0074,0.0073,0.0341
Chrom7,118152363,118202363,59101181.5,39108,0.0068,0.0081,0.0079,0.0323
Chrom7,118202364,118252364,59126182,39381,0.0047,0.0069,0.0065,0.0581
Chrom7,118252365,118302365,59151182.5,39595,0.0068,0.0078,0.008,0.044
Chrom7,118302366,118352366,59176183,35284,0.0049,0.006,0.006,0.0483
Chrom7,118352367,118402367,59201183.5,32504,0.0039,0.0058,0.0055,0.0721
Chrom7,118402368,118452368,59226184,40276,0.0059,0.0072,0.0073,0.055
Chrom7,118452369,118502369,59251184.5,37054,0.0047,0.005,0.0053,0.0465
Chrom7,118502370,118552370,59276185,29222,0.0033,0.0069,0.0079,0.2168
Chrom7,118552371,118602371,59301185.5,37625,0.0049,0.0088,0.0079,0.0713
Chrom7,118602372,118652372,59326186,36790,0.0053,0.0078,0.0074,0.0619
Chrom7,118652373,118702373,59351186.5,31761,0.0066,0.0107,0.0106,0.1034
Chrom7,118702374,118752374,59376187,22176,0.0077,0.0104,0.01,0.0514
Chrom7,118752375,118802375,59401187.5,31488,0.0067,0.009,0.0089,0.0629
Chrom7,118802376,118852376,59426188,36016,0.0063,0.0096,0.0094,0.0823
Chrom7,118852377,118902377,59451188.5,30821,0.0063,0.0092,0.0089,0.0699
Chrom7,118902378,118952378,59476189,41310,0.0055,0.0064,0.0069,0.0784
Chrom7,118952379,119002379,59501189.5,30152,0.007,0.0094,0.0092,0.0556
Chrom7,119002380,119052380,59526190,35759,0.0074,0.0094,0.0093,0.0516
Chrom7,119052381,119102381,59551190.5,38120,0.0064,0.0085,0.0087,0.0787
Chrom7,119102382,119152382,59576191,39214,0.0053,0.0073,0.0071,0.0626
Chrom7,119152383,119202383,59601191.5,37748,0.0075,0.0086,0.0092,0.0681
Chrom7,119202384,119252384,59626192,37069,0.0066,0.0075,0.0079,0.057
Chrom7,119252385,119302385,59651192.5,31619,0.0063,0.0076,0.0077,0.0494
Chrom7,119302386,119352386,59676193,34623,0.0069,0.0085,0.0084,0.0424
Chrom7,119352387,119402387,59701193.5,42259,0.0039,0.0045,0.0045,0.0325
Chrom7,119402388,119452388,59726194,40142,0.0055,0.007,0.007,0.0575
Chrom7,119452389,119502389,59751194.5,38143,0.0069,0.0089,0.0091,0.0724
Chrom7,119502390,119552390,59776195,34796,0.0065,0.0095,0.0088,0.0504
Chrom7,119552391,119602391,59801195.5,38070,0.0078,0.0097,0.0095,0.0442
Chrom7,119602392,119652392,59826196,35457,0.006,0.0088,0.0084,0.0685
Chrom7,119652393,119702393,59851196.5,36896,0.0053,0.007,0.0069,0.0569
Chrom7,119702394,119752394,59876197,36382,0.0055,0.008,0.0074,0.0496
Chrom7,119752395,119802395,59901197.5,34406,0.0056,0.0063,0.0074,0.1088
Chrom7,119802396,119852396,59926198,38731,0.0042,0.0059,0.006,0.0847
Chrom7,119852397,119902397,59951198.5,35296,0.007,0.0071,0.0077,0.0448
Chrom7,119902398,119952398,59976199,33633,0.0069,0.0094,0.0096,0.0818
Chrom7,119952399,120002399,60001199.5,34885,0.006,0.0084,0.009,0.1172
Chrom7,120002400,120052400,60026200,36906,0.0062,0.0081,0.0077,0.0409
Chrom7,120052401,120102401,60051200.5,38737,0.0072,0.008,0.0084,0.0505
Chrom7,120102402,120152402,60076201,33535,0.0062,0.0082,0.008,0.0577
Chrom7,120152403,120202403,60101201.5,39650,0.0064,0.0074,0.0076,0.0461
Chrom7,120202404,120252404,60126202,32964,0.0054,0.0073,0.0073,0.0702
Chrom7,120252405,120302405,60151202.5,40060,0.0037,0.0043,0.0046,0.0771
Chrom7,120302406,120352406,60176203,34154,0.0043,0.0048,0.0049,0.0421
Chrom7,120352407,120402407,60201203.5,34595,0.0087,0.0097,0.0095,0.0182
Chrom7,120402408,120452408,60226204,26658,0.0068,0.0084,0.0085,0.0562
Chrom7,120452409,120502409,60251204.5,33258,0.0082,0.01,0.0104,0.0692
Chrom7,120502410,120552410,60276205,33631,0.0078,0.0095,0.009,0.0243
Chrom7,120552411,120602411,60301205.5,35488,0.0064,0.0081,0.0077,0.0327
Chrom7,120602412,120652412,60326206,34567,0.0069,0.0097,0.0097,0.0807
Chrom7,120652413,120702413,60351206.5,37732,0.0065,0.008,0.0079,0.0463
Chrom7,120702414,120752414,60376207,40890,0.0047,0.0054,0.0057,0.057
Chrom7,120752415,120802415,60401207.5,34138,0.0058,0.0058,0.0064,0.0556
Chrom7,120802416,120852416,60426208,37517,0.0063,0.0081,0.0077,0.0352
Chrom7,120852417,120902417,60451208.5,36356,0.0056,0.0082,0.0079,0.0714
Chrom7,120902418,120952418,60476209,33781,0.0061,0.0072,0.0077,0.0694
Chrom7,120952419,121002419,60501209.5,33092,0.0056,0.0094,0.0086,0.0732
Chrom7,121002420,121052420,60526210,35383,0.0054,0.008,0.0076,0.0627
Chrom7,121052421,121102421,60551210.5,37905,0.0055,0.0073,0.007,0.0479
Chrom7,121102422,121152422,60576211,37993,0.0052,0.0069,0.0073,0.0967
Chrom7,121152423,121202423,60601211.5,36376,0.0048,0.0065,0.0065,0.0693
Chrom7,121202424,121252424,60626212,37496,0.006,0.007,0.0071,0.0437
Chrom7,121252425,121302425,60651212.5,39799,0.0061,0.0076,0.0079,0.0726
Chrom7,121302426,121352426,60676213,37267,0.0052,0.0074,0.0077,0.1045
Chrom7,121352427,121402427,60701213.5,37775,0.0049,0.0073,0.0069,0.0656
Chrom7,121402428,121452428,60726214,38643,0.0049,0.0071,0.007,0.0778
Chrom7,121452429,121502429,60751214.5,34249,0.0064,0.0091,0.0091,0.0819
Chrom7,121502430,121552430,60776215,36712,0.0057,0.0078,0.0078,0.0727
Chrom7,121552431,121602431,60801215.5,39712,0.0047,0.006,0.006,0.0569
Chrom7,121602432,121652432,60826216,35991,0.0039,0.0055,0.0052,0.0449
Chrom7,121652433,121702433,60851216.5,34854,0.0047,0.0065,0.0068,0.0949
Chrom7,121702434,121752434,60876217,18174,0.0066,0.007,0.0075,0.0504
Chrom7,121752435,121802435,60901217.5,30464,0.009,0.0092,0.0095,0.0221
Chrom7,121802436,121852436,60926218,34563,0.008,0.0093,0.0092,0.0289
Chrom7,121852437,121902437,60951218.5,39545,0.0057,0.0062,0.0065,0.0426
Chrom7,121902438,121952438,60976219,40115,0.0063,0.0069,0.0069,0.0248
Chrom7,121952439,122002439,61001219.5,35641,0.0059,0.0076,0.0076,0.0617
Chrom7,122002440,122052440,61026220,38506,0.0057,0.0071,0.007,0.0413
Chrom7,122052441,122102441,61051220.5,38077,0.0068,0.0084,0.0081,0.0333
Chrom7,122102442,122152442,61076221,40187,0.0054,0.0068,0.0068,0.0588
Chrom7,122152443,122202443,61101221.5,40730,0.004,0.0064,0.0063,0.0956
Chrom7,122202444,122252444,61126222,39452,0.0036,0.0067,0.006,0.0801
Chrom7,122252445,122302445,61151222.5,31939,0.0055,0.0079,0.0074,0.0513
Chrom7,122302446,122352446,61176223,38605,0.0058,0.007,0.0071,0.0533
Chrom7,122352447,122402447,61201223.5,36795,0.0053,0.0057,0.0062,0.06
Chrom7,122402448,122452448,61226224,36406,0.0058,0.0076,0.0078,0.0802
Chrom7,122452449,122502449,61251224.5,34776,0.0058,0.0076,0.0076,0.065
Chrom7,122502450,122552450,61276225,42040,0.0048,0.0065,0.0066,0.0811
Chrom7,122552451,122602451,61301225.5,33994,0.0053,0.0071,0.0075,0.0994
Chrom7,122602452,122652452,61326226,36698,0.0033,0.0072,0.0075,0.1808
Chrom7,122652453,122702453,61351226.5,36604,0.0059,0.0078,0.0078,0.0698
Chrom7,122702454,122752454,61376227,38040,0.0062,0.0088,0.0089,0.088
Chrom7,122752455,122802455,61401227.5,38864,0.0057,0.0081,0.0079,0.0696
Chrom7,122802456,122852456,61426228,31817,0.0059,0.0076,0.0074,0.0419
Chrom7,122852457,122902457,61451228.5,35898,0.006,0.0073,0.0076,0.0703
Chrom7,122902458,122952458,61476229,37616,0.0045,0.0056,0.006,0.0879
Chrom7,122952459,123002459,61501229.5,37848,0.0057,0.0062,0.0066,0.0527
Chrom7,123002460,123052460,61526230,39540,0.0039,0.0058,0.0053,0.0536
Chrom7,123052461,123102461,61551230.5,36964,0.003,0.0052,0.0048,0.0775
Chrom7,123102462,123152462,61576231,40096,0.0048,0.0078,0.0076,0.0934
Chrom7,123152463,123202463,61601231.5,38257,0.0042,0.0063,0.007,0.1438
Chrom7,123202464,123252464,61626232,26731,0.0045,0.0068,0.0074,0.1393
Chrom7,123252465,123302465,61651232.5,37366,0.005,0.0078,0.0073,0.0716
Chrom7,123302466,123352466,61676233,37018,0.0056,0.0074,0.0076,0.0775
Chrom7,123352467,123402467,61701233.5,37050,0.004,0.0059,0.0063,0.1234
Chrom7,123402468,123452468,61726234,37365,0.0026,0.0048,0.0047,0.1192
Chrom7,123452469,123502469,61751234.5,40501,0.0029,0.0065,0.0059,0.1207
Chrom7,123502470,123552470,61776235,38822,0.0044,0.0058,0.0063,0.107
Chrom7,123552471,123602471,61801235.5,34462,0.0042,0.006,0.0055,0.0393
Chrom7,123602472,123652472,61826236,37628,0.0045,0.0056,0.0057,0.0635
Chrom7,123652473,123702473,61851236.5,40436,0.0043,0.0056,0.0059,0.0889
Chrom7,123702474,123752474,61876237,37936,0.0048,0.006,0.0065,0.0979
Chrom7,123752475,123802475,61901237.5,38557,0.0039,0.0057,0.0061,0.1214
Chrom7,123802476,123852476,61926238,35693,0.0033,0.0059,0.0068,0.1996
Chrom7,123852477,123902477,61951238.5,37583,0.0052,0.0067,0.0073,0.1047
Chrom7,123902478,123952478,61976239,37748,0.0059,0.0076,0.008,0.0828
Chrom7,123952479,124002479,62001239.5,37442,0.0038,0.0053,0.006,0.1416
Chrom7,124002480,124052480,62026240,40915,0.005,0.0057,0.0057,0.0302
Chrom7,124052481,124102481,62051240.5,39984,0.0046,0.0058,0.0062,0.0896
Chrom7,124102482,124152482,62076241,38188,0.0047,0.0056,0.0058,0.0619
Chrom7,124152483,124202483,62101241.5,34088,0.0034,0.0062,0.0059,0.1126
Chrom7,124202484,124252484,62126242,35924,0.0052,0.0084,0.0084,0.1044
Chrom7,124252485,124302485,62151242.5,33121,0.0046,0.0074,0.0083,0.1627
Chrom7,124302486,124352486,62176243,32486,0.0059,0.0076,0.0075,0.0552
Chrom7,124352487,124402487,62201243.5,35204,0.0043,0.0065,0.0062,0.0698
Chrom7,124402488,124452488,62226244,39714,0.003,0.0056,0.0057,0.1441
Chrom7,124452489,124502489,62251244.5,33819,0.0046,0.0077,0.0071,0.0775
Chrom7,124502490,124552490,62276245,35413,0.0077,0.0086,0.0092,0.0606
Chrom7,124552491,124602491,62301245.5,33074,0.0062,0.0098,0.0092,0.0744
Chrom7,124602492,124652492,62326246,35320,0.0081,0.0106,0.011,0.084
Chrom7,124652493,124702493,62351246.5,38441,0.005,0.0065,0.0071,0.1045
Chrom7,124702494,124752494,62376247,37710,0.0037,0.005,0.0053,0.0977
Chrom7,124752495,124802495,62401247.5,36917,0.0052,0.008,0.0087,0.1387
Chrom7,124802496,124852496,62426248,36227,0.0046,0.0075,0.0075,0.1104
Chrom7,124852497,124902497,62451248.5,36580,0.0069,0.0084,0.0086,0.0585
Chrom7,124902498,124952498,62476249,35209,0.0063,0.0068,0.0077,0.079
Chrom7,124952499,125002499,62501249.5,38854,0.0055,0.0074,0.0073,0.0595
Chrom7,125002500,125052500,62526250,37624,0.0036,0.0054,0.0052,0.0778
Chrom7,125052501,125102501,62551250.5,37134,0.0044,0.0054,0.0055,0.0636
Chrom7,125102502,125152502,62576251,33176,0.0061,0.0072,0.0076,0.0662
Chrom7,125152503,125202503,62601251.5,32551,0.0056,0.0065,0.0067,0.0539
Chrom7,125202504,125252504,62626252,33833,0.0064,0.0077,0.008,0.0655
Chrom7,125252505,125302505,62651252.5,38137,0.0078,0.0092,0.009,0.0325
Chrom7,125302506,125352506,62676253,38739,0.0075,0.0094,0.0095,0.0647
Chrom7,125352507,125402507,62701253.5,27405,0.0043,0.006,0.0056,0.0416
Chrom7,125402508,125452508,62726254,37344,0.0062,0.0083,0.0081,0.0574
Chrom7,125452509,125502509,62751254.5,34198,0.0066,0.0093,0.0089,0.0553
Chrom7,125502510,125552510,62776255,35534,0.008,0.0096,0.01,0.0674
Chrom7,125552511,125602511,62801255.5,32495,0.0066,0.0095,0.011,0.1619
Chrom7,125602512,125652512,62826256,36520,0.0065,0.0088,0.0089,0.0781
Chrom7,125652513,125702513,62851256.5,34558,0.0076,0.0097,0.0096,0.055
Chrom7,125702514,125752514,62876257,33483,0.0074,0.0089,0.0088,0.0354
Chrom7,125752515,125802515,62901257.5,35219,0.0098,0.0106,0.011,0.0419
Chrom7,125802516,125852516,62926258,34265,0.0059,0.008,0.0078,0.0646
Chrom7,125852517,125902517,62951258.5,37168,0.0055,0.0092,0.0092,0.1141
Chrom7,125902518,125952518,62976259,38107,0.008,0.0093,0.0096,0.0532
Chrom7,125952519,126002519,63001259.5,36293,0.0063,0.0089,0.0088,0.0724
Chrom7,126002520,126052520,63026260,33689,0.0078,0.0095,0.0097,0.0594
Chrom7,126052521,126102521,63051260.5,26489,0.0082,0.0095,0.0102,0.0694
Chrom7,126102522,126152522,63076261,36951,0.0047,0.0056,0.0058,0.0567
Chrom7,126152523,126202523,63101261.5,34831,0.0043,0.0061,0.0059,0.0632
Chrom7,126202524,126252524,63126262,38223,0.004,0.007,0.0064,0.0821
Chrom7,126252525,126302525,63151262.5,38513,0.0055,0.0079,0.0079,0.0876
Chrom7,126302526,126352526,63176263,35482,0.0057,0.0066,0.007,0.0688
Chrom7,126352527,126402527,63201263.5,40924,0.0047,0.0064,0.0061,0.0496
Chrom7,126402528,126452528,63226264,32539,0.0055,0.0077,0.0074,0.0564
Chrom7,126452529,126502529,63251264.5,37586,0.0036,0.0053,0.0057,0.1232
Chrom7,126502530,126552530,63276265,36666,0.006,0.0072,0.0073,0.0517
Chrom7,126552531,126602531,63301265.5,41519,0.0049,0.0059,0.006,0.048
Chrom7,126602532,126652532,63326266,42155,0.0042,0.005,0.005,0.0446
Chrom7,126652533,126702533,63351266.5,39493,0.0054,0.007,0.0066,0.0384
Chrom7,126702534,126752534,63376267,34673,0.0054,0.0065,0.0067,0.0595
Chrom7,126752535,126802535,63401267.5,38837,0.0057,0.0075,0.0071,0.0363
Chrom7,126802536,126852536,63426268,30528,0.005,0.0073,0.0072,0.083
Chrom7,126852537,126902537,63451268.5,37086,0.0058,0.0074,0.0075,0.065
Chrom7,126902538,126952538,63476269,38282,0.0053,0.0069,0.0071,0.0749
Chrom7,126952539,127002539,63501269.5,24502,0.0061,0.0084,0.0085,0.0796
Chrom7,127002540,127052540,63526270,34067,0.0065,0.0085,0.0086,0.0684
Chrom7,127052541,127102541,63551270.5,36159,0.0055,0.0084,0.0083,0.0889
Chrom7,127102542,127152542,63576271,34678,0.0062,0.009,0.0102,0.1491
Chrom7,127152543,127202543,63601271.5,35658,0.0065,0.0081,0.0082,0.0573
Chrom7,127202544,127252544,63626272,33774,0.0071,0.0098,0.0095,0.0572
Chrom7,127252545,127302545,63651272.5,37167,0.0087,0.0096,0.0102,0.0548
Chrom7,127302546,127352546,63676273,39079,0.006,0.0081,0.0079,0.0621
Chrom7,127352547,127402547,63701273.5,36440,0.0063,0.0084,0.0085,0.0716
Chrom7,127402548,127452548,63726274,35152,0.0082,0.01,0.0096,0.0292
Chrom7,127452549,127502549,63751274.5,35908,0.0063,0.0089,0.0086,0.0667
Chrom7,127502550,127552550,63776275,35873,0.0069,0.0081,0.0083,0.0515
Chrom7,127552551,127602551,63801275.5,39089,0.0061,0.0074,0.0074,0.0504
Chrom7,127602552,127652552,63826276,39289,0.0054,0.0068,0.0067,0.0492
Chrom7,127652553,127702553,63851276.5,39342,0.0041,0.0063,0.006,0.0777
Chrom7,127702554,127752554,63876277,41201,0.0053,0.0059,0.0062,0.0575
Chrom7,127752555,127802555,63901277.5,38706,0.0057,0.0072,0.0079,0.1065
Chrom7,127802556,127852556,63926278,37572,0.005,0.0059,0.0062,0.0664
Chrom7,127852557,127902557,63951278.5,40044,0.0045,0.0053,0.0058,0.0794
Chrom7,127902558,127952558,63976279,42816,0.0037,0.0057,0.0062,0.1436
Chrom7,127952559,128002559,64001279.5,39086,0.0049,0.0062,0.0061,0.0491
Chrom7,128002560,128052560,64026280,35640,0.0057,0.0066,0.0067,0.0448
Chrom7,128052561,128102561,64051280.5,35232,0.0058,0.0078,0.0075,0.0533
Chrom7,128102562,128152562,64076281,36847,0.0039,0.0063,0.0065,0.1242
Chrom7,128152563,128202563,64101281.5,41045,0.0054,0.0076,0.0074,0.0712
Chrom7,128202564,128252564,64126282,38630,0.0033,0.0075,0.0079,0.1982
Chrom7,128252565,128302565,64151282.5,40165,0.0043,0.0065,0.0074,0.1663
Chrom7,128302566,128352566,64176283,37907,0.0041,0.0056,0.0061,0.1137
Chrom7,128352567,128402567,64201283.5,37499,0.0055,0.008,0.0089,0.139
Chrom7,128402568,128452568,64226284,36447,0.0043,0.0072,0.0072,0.1175
Chrom7,128452569,128502569,64251284.5,36591,0.0042,0.0073,0.0077,0.1479
Chrom7,128502570,128552570,64276285,36206,0.0055,0.0076,0.0078,0.0888
Chrom7,128552571,128602571,64301285.5,39700,0.0067,0.0085,0.0086,0.0637
Chrom7,128602572,128652572,64326286,36583,0.0074,0.009,0.0092,0.0576
Chrom7,128652573,128702573,64351286.5,36845,0.0087,0.011,0.0111,0.0627
Chrom7,128702574,128752574,64376287,31458,0.0073,0.0089,0.0095,0.0823
Chrom7,128752575,128802575,64401287.5,33116,0.007,0.0114,0.0111,0.0956
Chrom7,128802576,128852576,64426288,35698,0.0061,0.0091,0.0088,0.0737
Chrom7,128852577,128902577,64451288.5,34267,0.0071,0.0108,0.011,0.1065
Chrom7,128902578,128952578,64476289,33042,0.0079,0.0097,0.0098,0.054
Chrom7,128952579,129002579,64501289.5,28717,0.0092,0.0125,0.0126,0.0767
Chrom7,129002580,129052580,64526290,32258,0.0062,0.0108,0.0097,0.0667
Chrom7,129052581,129102581,64551290.5,37164,0.0055,0.0072,0.0068,0.0375
Chrom7,129102582,129152582,64576291,37687,0.0047,0.0077,0.0074,0.0937
Chrom7,129152583,129202583,64601291.5,37272,0.0074,0.0091,0.0091,0.0492
Chrom7,129202584,129252584,64626292,35543,0.0052,0.0097,0.0085,0.07
Chrom7,129252585,129302585,64651292.5,34831,0.0045,0.0069,0.0073,0.1315
Chrom7,129302586,129352586,64676293,36810,0.0079,0.0093,0.0104,0.0948
Chrom7,129352587,129402587,64701293.5,34505,0.0076,0.0081,0.009,0.0705
Chrom7,129402588,129452588,64726294,33693,0.0048,0.0081,0.0076,0.0849
Chrom7,129452589,129502589,64751294.5,28760,0.0055,0.0084,0.0093,0.1501
Chrom7,129502590,129552590,64776295,36685,0.0068,0.0084,0.0087,0.0693
Chrom7,129552591,129602591,64801295.5,31977,0.0073,0.0091,0.009,0.0498
Chrom7,129602592,129652592,64826296,37678,0.0074,0.0088,0.0087,0.0362
Chrom7,129652593,129702593,64851296.5,35846,0.0075,0.0084,0.0086,0.0406
Chrom7,129702594,129752594,64876297,36456,0.0067,0.0083,0.008,0.0328
Chrom7,129752595,129802595,64901297.5,39402,0.0074,0.0082,0.008,0.0112
Chrom7,129802596,129852596,64926298,39271,0.0057,0.0075,0.0079,0.0906
Chrom7,129852597,129902597,64951298.5,36533,0.0064,0.0082,0.0084,0.0715
Chrom7,129902598,129952598,64976299,40727,0.0038,0.0058,0.0059,0.1108
Chrom7,129952599,130002599,65001299.5,41924,0.0033,0.0045,0.0046,0.0841
Chrom7,130002600,130052600,65026300,36673,0.0041,0.0034,0.0041,0.0384
Chrom7,130052601,130102601,65051300.5,33233,0.0051,0.0052,0.0055,0.0394
Chrom7,130102602,130152602,65076301,39954,0.0042,0.0046,0.0048,0.0405
Chrom7,130152603,130202603,65101301.5,29935,0.0055,0.0071,0.0066,0.028
Chrom7,130202604,130252604,65126302,42960,0.0044,0.0052,0.005,0.0175
Chrom7,130252605,130302605,65151302.5,39459,0.0059,0.0077,0.0074,0.0477
Chrom7,130302606,130352606,65176303,37423,0.0059,0.0081,0.0079,0.0566
Chrom7,130352607,130402607,65201303.5,37409,0.0052,0.0097,0.0088,0.0842
Chrom7,130402608,130452608,65226304,36425,0.0055,0.0075,0.0076,0.0808
Chrom7,130452609,130502609,65251304.5,36016,0.0069,0.0086,0.0084,0.0447
Chrom7,130502610,130552610,65276305,30987,0.0062,0.0073,0.0074,0.0511
Chrom7,130552611,130602611,65301305.5,39363,0.0045,0.0058,0.0059,0.0751
Chrom7,130602612,130652612,65326306,35771,0.0042,0.0034,0.0042,0.0515
Chrom7,130652613,130702613,65351306.5,37603,0.0043,0.0044,0.0058,0.1464
Chrom7,130702614,130752614,65376307,30930,0.004,0.0039,0.0045,0.068
Chrom7,130752615,130802615,65401307.5,10593,0.004,0.0044,0.0046,0.0431
add,130802616,130852616,65426308,NA,NA,NA,NA,NA
add,130852617,130902617,65451308.5,NA,NA,NA,NA,NA
add,130902618,130952618,65476309,NA,NA,NA,NA,NA
add,130952619,131002619,65501309.5,NA,NA,NA,NA,NA
add,131002620,131052620,65526310,NA,NA,NA,NA,NA
add,131052621,131102621,65551310.5,NA,NA,NA,NA,NA
add,131102622,131152622,65576311,NA,NA,NA,NA,NA
add,131152623,131202623,65601311.5,NA,NA,NA,NA,NA
add,131202624,131252624,65626312,NA,NA,NA,NA,NA
add,131252625,131302625,65651312.5,NA,NA,NA,NA,NA
add,131302626,131352626,65676313,NA,NA,NA,NA,NA
add,131352627,131402627,65701313.5,NA,NA,NA,NA,NA
add,131402628,131452628,65726314,NA,NA,NA,NA,NA
add,131452629,131502629,65751314.5,NA,NA,NA,NA,NA
add,131502630,131552630,65776315,NA,NA,NA,NA,NA
add,131552631,131602631,65801315.5,NA,NA,NA,NA,NA
add,131602632,131652632,65826316,NA,NA,NA,NA,NA
add,131652633,131702633,65851316.5,NA,NA,NA,NA,NA
add,131702634,131752634,65876317,NA,NA,NA,NA,NA
add,131752635,131802635,65901317.5,NA,NA,NA,NA,NA
add,131802636,131852636,65926318,NA,NA,NA,NA,NA
add,131852637,131902637,65951318.5,NA,NA,NA,NA,NA
add,131902638,131952638,65976319,NA,NA,NA,NA,NA
add,131952639,132002639,66001319.5,NA,NA,NA,NA,NA
add,132002640,132052640,66026320,NA,NA,NA,NA,NA
add,132052641,132102641,66051320.5,NA,NA,NA,NA,NA
add,132102642,132152642,66076321,NA,NA,NA,NA,NA
add,132152643,132202643,66101321.5,NA,NA,NA,NA,NA
add,132202644,132252644,66126322,NA,NA,NA,NA,NA
add,132252645,132302645,66151322.5,NA,NA,NA,NA,NA
add,132302646,132352646,66176323,NA,NA,NA,NA,NA
add,132352647,132402647,66201323.5,NA,NA,NA,NA,NA
add,132402648,132452648,66226324,NA,NA,NA,NA,NA
add,132452649,132502649,66251324.5,NA,NA,NA,NA,NA
add,132502650,132552650,66276325,NA,NA,NA,NA,NA
add,132552651,132602651,66301325.5,NA,NA,NA,NA,NA
add,132602652,132652652,66326326,NA,NA,NA,NA,NA
add,132652653,132702653,66351326.5,NA,NA,NA,NA,NA
add,132702654,132752654,66376327,NA,NA,NA,NA,NA
add,132752655,132802655,66401327.5,NA,NA,NA,NA,NA
add,132802656,132852656,66426328,NA,NA,NA,NA,NA
add,132852657,132902657,66451328.5,NA,NA,NA,NA,NA
add,132902658,132952658,66476329,NA,NA,NA,NA,NA
add,132952659,133002659,66501329.5,NA,NA,NA,NA,NA
add,133002660,133052660,66526330,NA,NA,NA,NA,NA
add,133052661,133102661,66551330.5,NA,NA,NA,NA,NA
add,133102662,133152662,66576331,NA,NA,NA,NA,NA
add,133152663,133202663,66601331.5,NA,NA,NA,NA,NA
add,133202664,133252664,66626332,NA,NA,NA,NA,NA
add,133252665,133302665,66651332.5,NA,NA,NA,NA,NA
add,133302666,133352666,66676333,NA,NA,NA,NA,NA
